5.0,9.6,35.4,22.2,14.9,10.4
4.9,9.1,36.1,22.2,14.5,10.1
5.2,9.4,35.4,23.9,15.5,10.2
5.0,9.0,33.3,23.3,14.9,11.0
5.0,15.9,33.4,23.8,15.1,11.5
4.8,13.6,34.0,24.7,14.5,12.2
5.2,12.9,31.2,23.4,15.2,12.7
5.1,11.9,30.2,23.8,15.3,13.6
5.0,10.0,29.2,22.8,15.1,15.2
4.9,8.8,31.0,23.2,14.9,15.4
5.2,8.5,28.5,24.3,14.8,16.0
4.8,8.9,26.2,24.7,15.4,17.4
4.9,8.6,27.1,25.0,14.7,18.9
5.0,8.5,25.0,22.7,14.5,18.7
5.1,8.7,24.8,23.4,14.7,19.9
9.8,9.0,23.9,23.3,15.4,22.2
9.5,8.8,21.9,22.9,15.7,23.4
10.2,8.3,22.3,24.5,15.2,23.9
10.3,8.7,20.5,23.4,14.6,24.1
4.6,8.6,19.0,38.2,15.5,26.7
4.6,8.4,18.3,36.5,15.7,26.6
4.6,8.5,17.1,39.6,15.6,27.0
4.8,8.5,16.5,37.9,14.9,28.9
4.6,8.4,15.3,39.6,15.2,30.7
4.7,8.8,14.6,95.0,14.9,30.8
4.9,8.8,13.1,95.1,15.6,31.7
4.8,8.6,12.8,96.0,14.7,32.9
4.8,8.2,11.4,93.7,14.9,33.0
4.8,8.4,10.4,90.2,15.3,34.7
4.7,8.6,9.3,88.9,15.3,34.5
4.6,7.1,8.4,91.2,15.0,38.4
4.4,5.8,7.3,90.5,15.6,38.4
4.8,3.9,6.1,89.4,15.4,37.8
4.4,2.5,5.1,83.2,14.7,38.1
4.7,1.7,4.4,76.2,15.8,39.0
4.8,1.8,4.2,76.1,16.3,43.0
4.9,2.4,4.2,66.0,20.6,43.1
5.7,3.5,4.3,68.8,27.8,44.4
6.0,5.2,4.0,61.2,30.1,39.0
7.0,5.1,4.1,54.7,36.4,32.4
6.7,5.0,3.9,54.9,113.7,32.1
7.3,5.5,4.4,54.3,36.6,33.0
6.9,5.4,4.1,55.8,29.8,36.2
6.7,4.2,3.8,66.4,29.7,37.7
6.3,2.7,3.8,67.8,27.5,44.0
5.9,2.0,3.7,70.6,21.6,45.8
5.9,1.6,3.8,70.9,21.1,41.9
5.5,1.5,3.9,69.7,14.4,40.5
5.7,1.8,4.0,71.1,14.1,40.0
5.6,2.3,4.0,81.1,13.9,40.8
5.9,3.0,15.0,87.1,13.7,40.6
5.5,3.8,43.4,99.7,14.9,41.2
5.9,5.3,54.7,29.8,14.4,37.5
6.5,6.2,66.8,29.1,14.9,29.4
6.8,5.6,69.3,20.7,17.1,20.8
4.0,4.6,70.9,19.4,16.5,17.8
2.1,4.2,67.8,15.0,18.1,19.2
2.5,3.3,74.6,14.4,17.6,15.3
3.3,2.7,71.0,13.8,16.5,15.6
3.9,8.5,71.6,17.6,17.3,15.4
4.3,12.2,73.4,17.6,16.8,16.4
4.7,39.9,69.6,17.1,15.6,17.0
3.1,42.0,70.4,15.7,14.4,18.8
1.4,40.8,67.5,16.0,14.8,20.4
1.2,38.9,66.2,14.6,13.7,19.8
1.8,36.9,65.9,19.0,12.5,21.9
2.7,35.8,64.6,20.0,11.7,22.3
3.3,34.9,63.2,18.6,11.5,24.0
4.0,34.3,63.7,18.7,10.6,23.6
4.7,35.7,58.4,17.7,9.9,26.4
5.5,32.7,58.8,16.6,9.1,27.2
6.0,32.3,61.4,16.4,8.7,27.7
6.4,31.9,59.6,14.8,9.6,29.7
13.4,31.0,57.0,14.5,11.3,28.9
19.9,28.8,55.4,14.6,12.4,30.7
21.3,34.0,55.0,14.1,11.5,33.3
22.2,39.6,54.3,12.7,10.8,33.4
22.8,36.5,51.7,12.4,10.6,34.5
23.5,37.1,53.8,17.4,9.3,35.1
30.6,37.8,51.5,16.6,10.8,35.0
29.0,35.1,49.4,15.6,12.8,38.7
28.2,33.2,50.3,15.9,13.6,37.3
27.4,33.9,46.4,14.3,12.3,37.9
27.8,34.3,46.2,14.0,11.5,41.0
29.2,30.7,44.4,144.2,11.6,42.8
28.2,31.8,44.2,139.9,10.6,40.2
29.3,28.7,42.1,146.0,9.5,44.7
27.5,28.8,44.9,138.9,8.5,46.2
26.9,27.1,42.7,147.7,8.4,45.3
25.9,28.6,42.1,142.0,7.8,47.0
25.1,26.2,39.8,141.9,9.9,46.0
27.0,31.4,37.3,142.6,10.7,49.8
27.0,30.7,38.8,139.9,11.7,50.5
26.4,28.2,36.3,142.5,11.3,51.8
25.4,27.3,36.7,147.6,10.2,52.4
24.4,26.4,36.0,144.0,9.6,53.2
23.0,25.9,32.1,141.6,8.9,51.2
21.7,27.0,33.8,146.4,11.1,55.6
19.9,25.7,32.6,141.0,11.9,54.9
20.5,29.2,31.1,134.1,14.5,58.0
21.7,27.7,29.0,147.1,15.3,56.5
22.1,26.9,27.7,143.3,17.1,60.9
23.7,28.1,27.3,133.7,17.5,61.0
22.5,25.2,26.9,143.5,19.3,62.0
23.3,26.6,25.9,139.3,21.3,58.8
24.4,24.1,25.7,131.0,26.7,64.2
26.1,24.7,24.5,101.3,26.0,61.2
24.4,22.9,23.0,102.7,25.6,67.0
23.1,22.3,22.6,99.5,26.8,68.7
21.1,20.7,19.9,96.9,29.5,67.1
20.7,19.8,18.8,84.9,30.6,71.0
19.3,18.9,18.8,83.1,30.8,66.1
17.3,19.3,17.9,91.7,29.4,65.6
19.6,17.3,18.1,134.3,29.4,62.0
20.0,17.5,20.1,131.0,24.6,40.8
17.5,12.8,28.3,122.3,28.4,40.1
21.9,12.9,29.3,67.6,20.8,40.8
19.8,13.5,35.1,65.8,19.9,44.7
18.2,13.8,39.3,42.3,20.2,45.0
19.1,12.8,41.6,42.4,19.4,46.2
18.1,12.5,39.7,38.7,20.6,43.0
17.0,13.0,42.6,40.0,20.4,43.0
16.8,12.6,38.3,41.4,20.4,45.6
16.2,11.8,38.4,41.7,21.7,47.1
16.0,11.6,39.8,54.0,21.8,46.5
11.1,11.4,37.6,54.9,22.3,48.2
10.0,10.4,34.9,57.1,28.5,48.1
10.1,9.7,33.8,58.1,27.0,53.2
9.4,9.7,35.7,56.3,29.1,52.7
9.5,9.0,33.3,60.3,25.7,55.3
8.5,8.9,31.7,56.1,24.2,55.2
8.3,8.2,30.7,62.1,23.7,54.2
7.6,8.5,30.8,58.8,24.5,54.7
7.2,7.6,29.8,59.2,25.5,57.4
7.4,7.5,27.3,56.1,25.6,58.0
7.0,7.1,26.3,55.1,25.6,60.8
6.5,11.7,26.1,55.0,26.6,61.1
5.7,11.2,26.1,55.5,26.2,61.6
5.8,11.7,24.1,52.4,27.8,63.2
5.7,11.1,25.5,52.5,26.1,59.6
5.7,10.8,25.4,51.7,25.2,63.1
5.7,11.9,27.3,52.6,26.5,63.7
5.8,12.2,28.7,56.9,26.3,57.6
6.1,11.9,28.8,52.7,27.0,61.4
6.5,12.5,30.3,57.7,24.7,60.7
7.0,7.4,29.7,56.6,25.8,55.9
6.9,7.4,28.5,56.3,25.9,59.1
6.7,7.2,27.6,54.2,24.4,59.8
7.0,7.3,26.7,54.3,25.7,61.0
6.6,6.7,26.0,55.7,27.0,60.7
6.2,12.3,27.0,54.6,25.7,60.3
6.3,11.5,24.4,54.9,26.5,58.9
5.8,11.5,24.1,51.8,27.9,64.3
5.5,10.2,23.8,53.0,28.2,64.5
4.9,8.5,21.7,57.4,26.4,66.2
4.3,5.2,21.3,59.2,27.5,67.7
4.3,5.4,21.5,57.5,27.1,68.1
4.0,4.9,20.5,55.5,27.8,67.0
4.1,5.4,21.6,55.0,27.1,62.9
4.1,5.1,22.9,54.8,26.9,64.8
4.7,5.7,23.3,51.1,27.3,61.9
4.6,7.0,24.1,49.4,26.9,63.4
4.9,8.7,24.2,50.0,27.9,63.1
5.2,10.5,24.0,52.3,26.0,58.9
5.3,11.4,27.0,54.6,25.8,61.1
6.0,11.5,25.2,52.0,27.5,57.9
6.1,11.4,25.7,50.8,26.5,61.8
5.4,11.4,25.3,55.3,27.6,59.6
5.5,10.7,24.3,52.2,25.8,64.2
5.3,10.6,23.8,56.1,26.4,62.0
4.9,8.8,22.2,55.5,26.7,64.9
4.6,5.4,22.1,57.5,26.8,62.6
4.0,4.8,20.1,55.2,26.8,63.4
3.6,4.6,20.0,59.7,28.0,65.9
3.2,4.2,19.2,59.6,29.5,70.3
6.2,3.7,17.1,102.0,28.1,69.9
8.4,3.6,16.3,111.2,23.9,72.6
7.8,3.0,15.6,105.0,23.9,72.1
7.2,2.7,14.5,110.6,24.8,74.5
2.1,2.3,13.0,110.1,25.7,73.7
1.8,2.2,14.6,102.0,24.5,76.1
1.5,2.2,17.3,55.5,24.7,77.4
1.4,2.4,30.7,47.8,25.1,64.9
1.3,3.1,51.0,47.3,30.0,56.1
1.2,3.8,101.2,40.1,28.2,55.3
1.3,5.2,100.2,38.0,30.4,42.6
1.4,7.0,96.2,34.6,31.3,20.0
1.8,8.8,108.9,28.2,34.5,13.8
2.1,12.4,100.5,26.8,33.3,10.2
2.6,15.7,101.8,26.0,32.7,9.1
2.8,19.4,64.9,24.8,32.7,8.7
3.4,30.6,50.9,23.4,31.2,8.5
4.3,27.0,49.8,23.5,33.7,9.6
4.6,31.9,45.3,23.5,31.6,10.8
5.8,35.3,43.7,21.7,31.4,12.7
6.2,35.7,44.4,22.0,36.0,14.2
